days_dormant,incoming_amount_thb,outflow_ratio_24h,dwell_time_mins,label,account_id
26,17943.77,0.5,681.3,Normal,ACC000261
608,40365.99,0.656,584.0,Legitimate_Awakening,ACC008932
5,15543.35,0.35,587.1,Normal,ACC008185
6,3634.82,0.509,1218.4,Normal,ACC000330
4,12428.55,0.31,447.0,Normal,ACC000093
20,2343.85,0.479,919.9,Normal,ACC002060
22,15820.8,0.21,1210.2,Normal,ACC008109
25,16684.17,0.177,1206.1,Normal,ACC003247
16,7187.07,0.337,588.7,Normal,ACC000183
2,5313.55,0.255,1289.2,Normal,ACC003852
25,9080.65,0.296,865.4,Normal,ACC005506
22,13149.25,0.486,655.5,Normal,ACC007917
23,1441.35,0.193,510.9,Normal,ACC006523
8,14123.0,0.27,621.5,Normal,ACC005481
9,15057.25,0.38,953.4,Normal,ACC003686
11,17752.5,0.351,977.5,Normal,ACC007803
13,8709.91,0.5,490.5,Normal,ACC008383
19,13262.97,0.237,1375.1,Normal,ACC000345
2,14883.42,0.499,446.3,Normal,ACC005641
6,13369.69,0.509,852.9,Normal,ACC000053
467,44359.56,0.675,2247.6,Legitimate_Awakening,ACC009347
10,13049.74,0.154,695.8,Normal,ACC002241
21,16432.4,0.279,982.5,Normal,ACC008287
0,11870.46,0.568,1265.3,Normal,ACC003327
4,4482.72,0.309,409.9,Normal,ACC001336
654,45753.63,0.541,620.8,Legitimate_Awakening,ACC009064
24,7127.97,0.55,185.7,Normal,ACC003424
26,5507.97,0.366,1363.2,Normal,ACC005064
1,16502.53,0.419,984.0,Normal,ACC006864
19,18686.1,0.302,1254.7,Normal,ACC007673
4,1303.94,0.225,1030.4,Normal,ACC002547
11,3003.03,0.291,892.8,Normal,ACC003508
5,9034.22,0.528,186.2,Normal,ACC005250
5,14977.88,0.141,810.9,Normal,ACC004607
5,14801.42,0.462,848.7,Normal,ACC008006
4,12656.59,0.182,587.2,Normal,ACC007146
28,11380.0,0.192,171.4,Normal,ACC003941
551,54292.0,0.686,958.2,Legitimate_Awakening,ACC009019
6,5742.64,0.284,1301.9,Normal,ACC000890
3,7284.08,0.334,970.8,Normal,ACC008043
12,3460.21,0.247,1133.3,Normal,ACC008060
526,314790.96,0.959,2.3,Dormant_Mule,ACC009866
4,5247.91,0.32,635.3,Normal,ACC006201
18,4397.28,0.107,1086.7,Normal,ACC004907
20,19234.43,0.12,223.0,Normal,ACC003474
192,29997.61,0.309,667.1,Legitimate_Awakening,ACC009769
0,11259.75,0.59,216.9,Normal,ACC004299
14,7818.77,0.413,312.8,Normal,ACC001635
16,857.82,0.281,145.7,Normal,ACC006060
13,16043.14,0.271,1308.8,Normal,ACC004544
10,11345.72,0.49,141.4,Normal,ACC001147
2,10110.86,0.302,820.8,Normal,ACC000761
11,7104.1,0.453,1211.0,Normal,ACC006430
29,18307.1,0.524,753.0,Normal,ACC003452
18,17197.85,0.541,511.9,Normal,ACC003703
16,6897.36,0.43,1084.1,Normal,ACC002332
2,1383.96,0.281,1118.6,Normal,ACC004984
25,12085.77,0.306,286.8,Normal,ACC001158
23,18296.05,0.366,501.0,Normal,ACC005809
6,11020.7,0.191,699.1,Normal,ACC005088
1,5362.83,0.545,1068.5,Normal,ACC002865
18,10041.16,0.195,140.7,Normal,ACC003122
24,11102.18,0.336,475.0,Normal,ACC004162
12,9991.47,0.553,693.4,Normal,ACC000065
3,7713.6,0.324,555.6,Normal,ACC003235
6,8205.19,0.12,747.7,Normal,ACC000698
15,18537.05,0.493,550.0,Normal,ACC002055
21,7805.9,0.185,1245.9,Normal,ACC004599
13,1395.97,0.583,681.6,Normal,ACC007248
24,15428.97,0.509,284.9,Normal,ACC005808
20,13062.71,0.11,1076.5,Normal,ACC003780
3,9139.98,0.183,1416.3,Normal,ACC003029
15,15199.17,0.32,1104.8,Normal,ACC003147
28,12467.39,0.412,755.8,Normal,ACC003294
26,5353.76,0.532,449.8,Normal,ACC006496
25,13915.69,0.261,840.0,Normal,ACC003226
1,1866.34,0.128,278.9,Normal,ACC001646
15,2724.68,0.165,1036.2,Normal,ACC004685
13,19815.37,0.501,1107.7,Normal,ACC002800
26,7273.19,0.55,148.8,Normal,ACC000571
10,11359.13,0.308,686.2,Normal,ACC000917
394,39466.96,0.683,1920.8,Legitimate_Awakening,ACC008976
16,9143.52,0.285,1004.1,Normal,ACC005499
16,16008.11,0.168,710.8,Normal,ACC001995
26,15453.19,0.293,740.4,Normal,ACC006167
3,19009.57,0.416,291.5,Normal,ACC000833
557,46625.76,0.308,2029.8,Legitimate_Awakening,ACC009238
7,13312.09,0.549,647.4,Normal,ACC001069
8,8359.97,0.598,348.8,Normal,ACC005452
2,3524.34,0.108,1031.1,Normal,ACC005629
2,16615.85,0.557,1281.5,Normal,ACC002251
25,4876.29,0.355,807.5,Normal,ACC004003
15,19089.82,0.343,1405.4,Normal,ACC002450
7,18454.42,0.12,504.7,Normal,ACC001029
13,1712.96,0.174,130.4,Normal,ACC000781
29,9196.13,0.11,202.5,Normal,ACC001401
8,6189.03,0.32,256.3,Normal,ACC006154
27,9755.59,0.379,708.6,Normal,ACC004276
25,17849.42,0.319,219.5,Normal,ACC004213
17,1748.15,0.299,233.7,Normal,ACC007144
28,7107.06,0.576,1094.1,Normal,ACC001392
25,8839.14,0.373,589.8,Normal,ACC008782
678,59844.93,0.363,2129.0,Legitimate_Awakening,ACC009580
9,12065.7,0.286,489.7,Normal,ACC003163
17,8724.6,0.215,383.4,Normal,ACC001953
24,10722.56,0.235,1214.5,Normal,ACC004693
19,16845.96,0.568,539.0,Normal,ACC004320
26,17374.8,0.539,1154.4,Normal,ACC004922
1,16237.88,0.198,575.9,Normal,ACC000838
25,10968.89,0.207,1328.8,Normal,ACC007072
27,11512.21,0.215,202.7,Normal,ACC008560
22,3772.41,0.305,799.6,Normal,ACC007396
28,14806.36,0.528,926.1,Normal,ACC007354
7,18560.4,0.456,661.6,Normal,ACC006694
14,9544.52,0.405,128.6,Normal,ACC004393
5,12488.29,0.299,1015.2,Normal,ACC007386
26,7933.98,0.149,349.4,Normal,ACC007350
15,16810.69,0.127,1144.4,Normal,ACC004379
20,13524.44,0.417,339.1,Normal,ACC000602
7,14871.73,0.486,1413.6,Normal,ACC008447
6,16649.62,0.413,219.4,Normal,ACC001569
411,27870.17,0.699,490.0,Legitimate_Awakening,ACC009594
10,13197.38,0.41,585.1,Normal,ACC000612
19,13088.45,0.144,1365.6,Normal,ACC008092
26,7446.51,0.162,185.9,Normal,ACC004362
240,50133.58,0.505,2352.3,Legitimate_Awakening,ACC009017
0,17537.84,0.504,1156.7,Normal,ACC008411
29,11855.47,0.186,1325.9,Normal,ACC006213
19,12164.29,0.455,812.9,Normal,ACC008284
28,15295.45,0.172,463.8,Normal,ACC008375
9,5885.63,0.299,481.6,Normal,ACC005978
9,13031.47,0.545,826.7,Normal,ACC005330
13,15160.76,0.109,473.8,Normal,ACC004143
28,3391.08,0.329,1307.9,Normal,ACC007413
16,7172.37,0.595,379.4,Normal,ACC004887
3,18185.38,0.166,902.8,Normal,ACC000699
24,8400.4,0.22,950.1,Normal,ACC001473
528,53376.0,0.462,508.7,Legitimate_Awakening,ACC009170
14,970.19,0.271,1020.7,Normal,ACC007877
13,3860.08,0.158,883.9,Normal,ACC003305
28,15319.36,0.206,1377.6,Normal,ACC005773
0,19416.94,0.591,815.5,Normal,ACC008558
24,5846.39,0.157,270.5,Normal,ACC003434
14,5570.94,0.293,1364.7,Normal,ACC001571
28,10410.91,0.358,467.4,Normal,ACC005386
11,6374.15,0.516,996.8,Normal,ACC007340
4,17563.65,0.509,914.1,Normal,ACC004895
11,1621.77,0.339,962.0,Normal,ACC005970
614,22139.95,0.355,1886.1,Legitimate_Awakening,ACC008851
426,35586.62,0.359,1651.5,Legitimate_Awakening,ACC009611
3,7994.92,0.113,1227.5,Normal,ACC000842
24,4149.47,0.116,1368.5,Normal,ACC003100
7,859.9,0.373,1053.0,Normal,ACC002894
28,17726.04,0.573,270.0,Normal,ACC003671
6,4862.0,0.42,1403.7,Normal,ACC006588
325,40121.82,0.339,1775.8,Legitimate_Awakening,ACC009310
565,29313.13,0.398,693.1,Legitimate_Awakening,ACC009304
18,17381.17,0.116,969.9,Normal,ACC002832
27,4559.61,0.488,514.5,Normal,ACC007910
11,5877.05,0.125,1324.0,Normal,ACC005417
11,11763.41,0.28,995.3,Normal,ACC008156
14,19819.6,0.541,744.3,Normal,ACC001772
27,5986.1,0.398,1031.0,Normal,ACC004555
27,10403.31,0.599,1037.4,Normal,ACC003523
18,12506.81,0.535,724.4,Normal,ACC007161
7,7331.28,0.146,544.4,Normal,ACC006544
22,16929.81,0.281,991.8,Normal,ACC001972
9,10425.57,0.544,1035.8,Normal,ACC003035
364,18776.06,0.681,1893.5,Legitimate_Awakening,ACC009309
28,4107.49,0.215,467.9,Normal,ACC006280
16,6242.61,0.387,544.3,Normal,ACC005834
1,6575.69,0.322,1200.6,Normal,ACC008569
8,11299.56,0.356,491.4,Normal,ACC001337
25,7497.43,0.376,490.3,Normal,ACC006130
5,4423.43,0.193,1384.8,Normal,ACC007220
27,5720.35,0.126,905.4,Normal,ACC004919
610,148195.34,0.981,10.4,Dormant_Mule,ACC009995
6,12616.22,0.38,949.3,Normal,ACC000627
7,10048.06,0.295,238.4,Normal,ACC003564
6,2334.27,0.106,1195.2,Normal,ACC008652
14,15724.29,0.208,1064.6,Normal,ACC002746
24,18698.12,0.258,1033.7,Normal,ACC007805
25,14545.86,0.51,999.4,Normal,ACC007599
2,13691.43,0.397,916.2,Normal,ACC001152
17,9385.17,0.341,1120.3,Normal,ACC001448
18,18822.96,0.422,240.9,Normal,ACC006345
5,5157.61,0.544,559.5,Normal,ACC005543
19,15537.37,0.316,1342.4,Normal,ACC005407
16,18735.66,0.577,1385.8,Normal,ACC003733
10,3873.97,0.233,277.8,Normal,ACC001531
420,50100.93,0.378,2101.5,Legitimate_Awakening,ACC009067
16,4586.78,0.309,1258.4,Normal,ACC004205
23,7166.06,0.317,1240.0,Normal,ACC001398
16,4349.02,0.348,1051.0,Normal,ACC006275
19,16304.16,0.514,663.3,Normal,ACC002876
21,2238.17,0.105,142.6,Normal,ACC004302
25,9538.18,0.421,832.0,Normal,ACC008015
645,409126.75,0.963,2.7,Dormant_Mule,ACC009931
6,19711.2,0.248,971.0,Normal,ACC007178
16,13104.94,0.329,817.9,Normal,ACC001563
21,19486.19,0.14,727.7,Normal,ACC008152
7,4880.88,0.463,1054.4,Normal,ACC002715
12,2835.68,0.182,965.8,Normal,ACC005026
6,11212.61,0.135,834.1,Normal,ACC003396
10,8469.1,0.471,252.9,Normal,ACC008388
12,2970.69,0.157,1017.4,Normal,ACC005233
3,3817.08,0.347,742.2,Normal,ACC004108
3,3688.76,0.147,744.3,Normal,ACC006455
27,6078.95,0.441,999.4,Normal,ACC007194
24,14209.06,0.564,1025.9,Normal,ACC005985
29,13067.17,0.51,560.1,Normal,ACC000714
13,5665.46,0.423,906.4,Normal,ACC000453
430,20401.72,0.515,2455.2,Legitimate_Awakening,ACC009462
8,19076.52,0.322,350.6,Normal,ACC002425
671,43397.11,0.463,550.4,Legitimate_Awakening,ACC009565
18,8619.98,0.499,334.0,Normal,ACC006874
19,12052.57,0.142,1182.0,Normal,ACC005211
15,5764.19,0.286,1048.8,Normal,ACC007621
564,46686.35,0.609,620.7,Legitimate_Awakening,ACC009808
12,16166.45,0.533,890.6,Normal,ACC006936
7,5607.29,0.408,890.8,Normal,ACC008198
0,16955.25,0.564,434.1,Normal,ACC005793
4,18158.01,0.518,379.9,Normal,ACC001228
18,18310.45,0.338,1335.2,Normal,ACC006207
23,2853.43,0.355,224.5,Normal,ACC004762
12,17856.34,0.333,297.6,Normal,ACC006787
27,5075.74,0.252,502.8,Normal,ACC000733
25,755.34,0.432,355.0,Normal,ACC000238
13,18042.44,0.555,1365.2,Normal,ACC001998
6,3046.18,0.457,1018.4,Normal,ACC006362
13,17891.36,0.124,1117.0,Normal,ACC008771
19,11476.88,0.471,955.6,Normal,ACC007408
23,6713.77,0.49,1025.8,Normal,ACC004937
21,3553.95,0.587,1232.2,Normal,ACC001773
27,3644.12,0.108,1045.1,Normal,ACC006300
24,16502.51,0.119,604.7,Normal,ACC002142
24,12143.77,0.312,709.6,Normal,ACC002097
5,8258.18,0.585,1262.5,Normal,ACC000192
9,8236.64,0.152,1224.9,Normal,ACC003957
27,1155.39,0.298,891.1,Normal,ACC003838
4,4667.2,0.466,272.1,Normal,ACC007966
2,2840.25,0.475,414.1,Normal,ACC004846
0,7051.35,0.265,754.0,Normal,ACC005980
6,11460.25,0.396,761.8,Normal,ACC004499
1,2151.67,0.4,299.0,Normal,ACC005859
4,5028.38,0.303,475.3,Normal,ACC001301
23,8750.71,0.169,331.9,Normal,ACC004217
9,9676.29,0.362,394.9,Normal,ACC008731
6,8998.07,0.455,726.8,Normal,ACC006559
19,8065.47,0.515,296.5,Normal,ACC001466
535,50440.62,0.407,545.3,Legitimate_Awakening,ACC009070
13,19967.22,0.371,495.0,Normal,ACC001597
23,11936.98,0.363,1122.3,Normal,ACC001380
11,16428.78,0.25,317.6,Normal,ACC003525
12,3882.86,0.419,774.9,Normal,ACC000554
3,13518.07,0.504,1126.2,Normal,ACC000418
17,5618.45,0.223,1394.8,Normal,ACC003193
268,19690.08,0.41,1031.1,Legitimate_Awakening,ACC009817
15,3504.48,0.423,361.1,Normal,ACC003044
22,6673.59,0.582,1189.4,Normal,ACC004563
3,17658.16,0.355,228.6,Normal,ACC003466
256,38771.75,0.689,2405.5,Legitimate_Awakening,ACC008914
1,16951.53,0.356,1162.1,Normal,ACC003873
448,50592.04,0.64,1485.6,Legitimate_Awakening,ACC009263
382,17702.92,0.354,1615.6,Legitimate_Awakening,ACC009599
4,4094.51,0.14,685.4,Normal,ACC000089
435,33684.01,0.409,1664.7,Legitimate_Awakening,ACC008980
21,2229.7,0.16,728.2,Normal,ACC000171
4,5298.36,0.338,640.6,Normal,ACC000427
29,12382.45,0.284,1008.2,Normal,ACC006728
28,6022.77,0.541,903.6,Normal,ACC001857
10,10306.07,0.584,237.4,Normal,ACC006812
9,4591.62,0.591,1046.6,Normal,ACC003480
27,2879.75,0.348,165.4,Normal,ACC000012
26,4961.9,0.231,231.9,Normal,ACC005959
27,7882.05,0.231,596.7,Normal,ACC008291
6,5775.13,0.146,1437.7,Normal,ACC008624
0,9435.93,0.373,1362.7,Normal,ACC000103
9,5901.3,0.221,1267.8,Normal,ACC007030
24,13703.99,0.537,1109.0,Normal,ACC002813
26,17144.35,0.394,1273.3,Normal,ACC003856
17,9605.88,0.27,1361.4,Normal,ACC000739
22,11350.66,0.442,134.5,Normal,ACC005871
27,11790.83,0.125,610.7,Normal,ACC007134
593,45532.05,0.33,2217.4,Legitimate_Awakening,ACC009648
26,5080.36,0.251,443.6,Normal,ACC006340
8,1126.19,0.316,1141.1,Normal,ACC007797
28,14081.72,0.156,772.7,Normal,ACC006085
28,16544.41,0.472,1019.0,Normal,ACC000131
0,3960.2,0.383,699.5,Normal,ACC005148
17,15708.36,0.582,778.0,Normal,ACC005248
14,10586.41,0.125,1283.6,Normal,ACC005366
18,10278.22,0.36,711.8,Normal,ACC002611
28,14548.59,0.452,1044.2,Normal,ACC008195
536,47222.29,0.514,1571.3,Legitimate_Awakening,ACC009408
19,12083.32,0.447,1070.8,Normal,ACC008459
19,15917.86,0.449,1434.1,Normal,ACC003900
8,5462.41,0.531,793.8,Normal,ACC005732
12,9748.62,0.395,828.8,Normal,ACC000649
29,7721.78,0.284,1185.6,Normal,ACC006668
612,51928.31,0.42,2115.4,Legitimate_Awakening,ACC008879
7,14250.21,0.328,1001.4,Normal,ACC000981
28,4985.01,0.103,979.7,Normal,ACC003088
16,19363.83,0.54,718.7,Normal,ACC008544
13,907.67,0.576,1076.5,Normal,ACC003964
23,16309.05,0.122,511.3,Normal,ACC002622
12,19237.63,0.547,1069.3,Normal,ACC002582
4,13113.77,0.585,575.0,Normal,ACC004624
18,13048.94,0.297,813.7,Normal,ACC005706
15,8822.93,0.538,671.1,Normal,ACC000296
0,2675.22,0.189,1159.0,Normal,ACC004676
28,17753.75,0.216,653.6,Normal,ACC001445
6,3710.79,0.367,760.0,Normal,ACC000037
23,2020.88,0.153,770.5,Normal,ACC002064
24,15537.15,0.431,660.3,Normal,ACC002782
3,6721.32,0.287,535.1,Normal,ACC006744
16,12113.24,0.493,1135.2,Normal,ACC005490
1,14815.93,0.575,230.2,Normal,ACC003605
4,17480.8,0.535,884.2,Normal,ACC003336
27,6973.68,0.382,1078.9,Normal,ACC005444
24,19371.35,0.32,487.4,Normal,ACC000999
303,21404.53,0.37,331.1,Legitimate_Awakening,ACC009446
28,9958.53,0.404,331.5,Normal,ACC006062
661,43376.42,0.657,1171.3,Legitimate_Awakening,ACC009410
19,5088.85,0.379,1383.1,Normal,ACC003760
22,7959.1,0.426,1093.3,Normal,ACC007744
14,15408.29,0.387,1382.0,Normal,ACC000708
27,13746.65,0.17,705.8,Normal,ACC004138
23,6040.92,0.492,1005.7,Normal,ACC005718
26,6067.45,0.274,771.4,Normal,ACC004497
11,12502.31,0.164,941.5,Normal,ACC003871
27,11896.09,0.22,1092.7,Normal,ACC005973
6,1558.23,0.375,1068.4,Normal,ACC005437
15,4803.63,0.367,1434.7,Normal,ACC001680
28,7001.35,0.45,1394.8,Normal,ACC007005
10,14782.07,0.541,280.4,Normal,ACC000913
12,18014.0,0.333,603.8,Normal,ACC006243
15,16774.15,0.568,365.2,Normal,ACC001053
4,858.62,0.557,275.4,Normal,ACC000265
10,6980.64,0.297,732.1,Normal,ACC005921
29,18850.44,0.536,716.8,Normal,ACC001205
0,12673.66,0.136,1224.5,Normal,ACC003401
8,9443.67,0.438,776.4,Normal,ACC002109
2,14425.37,0.451,930.5,Normal,ACC003449
13,14802.48,0.294,691.5,Normal,ACC002954
24,18400.26,0.186,329.3,Normal,ACC006324
786,312613.71,0.978,21.7,Dormant_Mule,ACC009895
7,16737.97,0.239,939.9,Normal,ACC006135
19,14144.27,0.147,939.8,Normal,ACC003536
14,2602.01,0.203,570.5,Normal,ACC008219
332,37659.12,0.389,1275.4,Legitimate_Awakening,ACC009702
272,49810.26,0.568,1293.1,Legitimate_Awakening,ACC008962
402,51068.68,0.678,899.5,Legitimate_Awakening,ACC009210
20,19620.28,0.249,129.5,Normal,ACC007010
28,9993.17,0.224,341.9,Normal,ACC005846
13,10424.7,0.326,487.9,Normal,ACC001504
8,11773.74,0.126,457.0,Normal,ACC004736
474,55513.62,0.343,1736.3,Legitimate_Awakening,ACC009063
17,10555.75,0.56,776.0,Normal,ACC000471
283,52988.03,0.659,1020.3,Legitimate_Awakening,ACC009380
18,6323.6,0.371,692.0,Normal,ACC003612
0,8168.6,0.408,1256.3,Normal,ACC001443
4,14243.29,0.525,1379.8,Normal,ACC004288
0,15722.18,0.406,798.3,Normal,ACC007976
994,489324.52,0.954,42.3,Dormant_Mule,ACC009932
18,18826.62,0.225,535.2,Normal,ACC005908
27,16212.39,0.105,532.5,Normal,ACC003909
22,8687.78,0.211,126.6,Normal,ACC007853
19,18538.36,0.112,981.9,Normal,ACC007566
12,16861.46,0.566,545.6,Normal,ACC002901
2,8645.54,0.379,286.3,Normal,ACC007589
294,21116.31,0.327,2332.6,Legitimate_Awakening,ACC009040
2,3187.55,0.432,122.5,Normal,ACC000543
12,1316.67,0.352,891.2,Normal,ACC002500
21,8784.2,0.309,996.2,Normal,ACC002559
28,5193.9,0.22,230.1,Normal,ACC001979
1,14798.88,0.567,577.8,Normal,ACC006058
610,301002.6,0.974,10.5,Dormant_Mule,ACC009865
9,12724.87,0.187,204.3,Normal,ACC003790
364,20635.17,0.442,2368.4,Legitimate_Awakening,ACC009768
5,10296.84,0.267,1211.0,Normal,ACC007070
23,8825.84,0.551,979.3,Normal,ACC004844
4,7716.52,0.298,266.5,Normal,ACC007452
23,11192.25,0.164,1284.4,Normal,ACC000572
27,12640.28,0.595,1201.6,Normal,ACC005152
1,18766.13,0.358,776.4,Normal,ACC001413
15,7580.74,0.282,527.9,Normal,ACC007518
19,13861.0,0.234,321.6,Normal,ACC006948
657,43009.55,0.324,2124.5,Legitimate_Awakening,ACC009695
6,14447.71,0.378,1248.3,Normal,ACC002214
667,36786.75,0.493,2673.5,Legitimate_Awakening,ACC008917
21,19139.13,0.597,869.0,Normal,ACC006480
18,6859.92,0.407,188.8,Normal,ACC005156
369,47050.54,0.551,1584.3,Legitimate_Awakening,ACC009202
20,11692.03,0.527,645.6,Normal,ACC002981
5,13947.95,0.251,946.3,Normal,ACC002094
180,42943.56,0.436,2191.0,Legitimate_Awakening,ACC009098
25,6312.48,0.239,1138.4,Normal,ACC001190
6,2235.02,0.531,1193.3,Normal,ACC003131
25,17336.04,0.228,873.6,Normal,ACC006591
329,36196.14,0.632,508.3,Legitimate_Awakening,ACC009755
10,19273.98,0.138,602.7,Normal,ACC000775
6,5643.8,0.45,1376.3,Normal,ACC004988
487,30006.08,0.664,1878.0,Legitimate_Awakening,ACC009760
15,3792.76,0.33,525.4,Normal,ACC001719
27,6564.55,0.183,441.7,Normal,ACC000915
28,17272.72,0.461,209.3,Normal,ACC000579
19,1149.07,0.351,534.6,Normal,ACC004496
12,8025.63,0.412,158.1,Normal,ACC007662
29,9538.15,0.236,1308.2,Normal,ACC007017
28,606.15,0.118,1323.6,Normal,ACC002105
6,17544.69,0.461,968.6,Normal,ACC003572
19,9867.18,0.16,982.2,Normal,ACC006549
11,15602.38,0.204,664.5,Normal,ACC007700
522,35252.13,0.403,348.8,Legitimate_Awakening,ACC009544
1,14412.51,0.102,181.4,Normal,ACC002917
15,4459.88,0.301,1236.4,Normal,ACC002493
3,1317.56,0.202,384.9,Normal,ACC006640
19,5043.35,0.293,816.8,Normal,ACC006861
28,4660.26,0.263,319.0,Normal,ACC003611
26,9606.33,0.564,459.7,Normal,ACC003826
21,10052.94,0.289,1037.3,Normal,ACC004434
8,2466.21,0.219,151.8,Normal,ACC008280
343,29304.69,0.469,1498.3,Legitimate_Awakening,ACC009400
9,5355.17,0.332,1394.8,Normal,ACC006824
25,14517.59,0.207,989.5,Normal,ACC008155
4,13223.05,0.258,715.4,Normal,ACC008511
6,19595.63,0.448,1007.0,Normal,ACC001853
5,5566.36,0.48,301.0,Normal,ACC000495
21,9539.25,0.544,720.8,Normal,ACC001997
3,2879.42,0.453,1403.2,Normal,ACC008126
24,19425.77,0.312,1221.9,Normal,ACC003227
24,3930.89,0.336,430.5,Normal,ACC005169
10,18337.28,0.274,479.6,Normal,ACC006484
12,10193.42,0.217,375.7,Normal,ACC005712
11,5394.62,0.189,987.5,Normal,ACC005804
447,27599.46,0.371,1754.7,Legitimate_Awakening,ACC009647
24,6740.97,0.548,633.7,Normal,ACC000115
11,11661.95,0.302,600.0,Normal,ACC002095
19,11924.33,0.588,822.6,Normal,ACC002290
5,12331.97,0.265,793.5,Normal,ACC004990
28,8205.39,0.153,247.9,Normal,ACC007475
29,6504.63,0.452,386.4,Normal,ACC000407
6,6242.12,0.543,776.9,Normal,ACC006073
7,15794.59,0.127,1122.2,Normal,ACC008318
29,16149.27,0.515,1375.9,Normal,ACC005461
196,32119.69,0.639,563.4,Legitimate_Awakening,ACC009079
9,754.99,0.186,983.0,Normal,ACC002452
19,19944.67,0.406,1158.1,Normal,ACC004855
5,1455.48,0.114,760.4,Normal,ACC008640
8,17455.91,0.19,1370.9,Normal,ACC001474
2,6775.64,0.177,718.2,Normal,ACC004407
26,13270.1,0.393,325.7,Normal,ACC007228
16,17050.68,0.105,1357.0,Normal,ACC002968
14,4495.18,0.539,1281.0,Normal,ACC000587
22,16353.22,0.459,1381.3,Normal,ACC000428
8,18431.4,0.427,487.2,Normal,ACC004115
28,9454.19,0.306,1072.9,Normal,ACC000909
10,11283.37,0.256,1317.7,Normal,ACC008666
2,11231.56,0.493,493.1,Normal,ACC005154
23,16763.82,0.107,587.9,Normal,ACC005031
11,1760.61,0.146,309.0,Normal,ACC007166
10,13373.13,0.412,541.6,Normal,ACC008663
26,19375.09,0.453,460.1,Normal,ACC007154
25,1624.13,0.271,476.7,Normal,ACC000693
20,565.77,0.201,899.4,Normal,ACC004439
4,3851.59,0.338,1094.0,Normal,ACC001360
8,5709.72,0.222,420.1,Normal,ACC001899
13,1497.07,0.577,307.8,Normal,ACC003200
8,18444.79,0.414,1279.7,Normal,ACC005734
23,5120.09,0.447,1407.1,Normal,ACC003747
0,17687.24,0.175,1289.3,Normal,ACC008212
20,14696.24,0.507,459.9,Normal,ACC001429
25,17937.24,0.164,555.7,Normal,ACC000172
8,1146.1,0.234,739.9,Normal,ACC004341
17,16864.24,0.29,1044.3,Normal,ACC007503
4,15263.08,0.289,438.2,Normal,ACC000152
22,1168.59,0.464,1365.2,Normal,ACC007390
29,8341.56,0.422,846.8,Normal,ACC002580
5,3610.1,0.18,213.0,Normal,ACC000898
29,1093.26,0.264,1318.8,Normal,ACC002805
13,18522.26,0.112,887.5,Normal,ACC002204
2,18475.99,0.118,1250.1,Normal,ACC003936
19,8068.97,0.243,1051.4,Normal,ACC008300
13,16199.82,0.525,501.7,Normal,ACC001691
27,3843.07,0.336,1297.1,Normal,ACC007615
660,44179.3,0.605,1492.3,Legitimate_Awakening,ACC009286
25,14156.78,0.479,259.7,Normal,ACC001711
13,6133.98,0.588,1424.5,Normal,ACC005928
20,8271.9,0.185,456.2,Normal,ACC002481
955,129366.41,0.997,40.1,Dormant_Mule,ACC009937
17,9073.09,0.475,965.2,Normal,ACC008175
9,10357.42,0.172,943.7,Normal,ACC001006
22,4018.91,0.12,895.7,Normal,ACC007713
17,16224.95,0.187,264.8,Normal,ACC006467
5,14921.35,0.115,1037.2,Normal,ACC007379
19,18522.99,0.48,699.6,Normal,ACC008512
5,8311.91,0.433,1188.5,Normal,ACC004861
2,3916.87,0.487,1369.8,Normal,ACC003393
3,14265.4,0.45,1431.7,Normal,ACC006627
8,15096.43,0.268,632.5,Normal,ACC008684
5,5792.3,0.56,426.9,Normal,ACC007288
186,29342.63,0.558,1117.2,Legitimate_Awakening,ACC009281
26,9285.46,0.106,855.0,Normal,ACC002536
27,10619.28,0.403,1391.0,Normal,ACC002460
9,17536.72,0.163,1263.9,Normal,ACC001709
17,13256.66,0.168,502.9,Normal,ACC005568
17,10764.67,0.434,327.5,Normal,ACC007499
10,17067.2,0.34,612.6,Normal,ACC002084
10,14996.99,0.366,1256.1,Normal,ACC001453
22,4557.7,0.292,838.1,Normal,ACC005190
14,8215.56,0.194,861.4,Normal,ACC003727
6,12362.44,0.267,1211.2,Normal,ACC004595
7,3479.35,0.391,915.1,Normal,ACC005011
16,19068.32,0.121,470.2,Normal,ACC000832
16,10900.09,0.529,1092.5,Normal,ACC003326
16,10527.82,0.499,1218.9,Normal,ACC005977
14,1810.34,0.457,1048.1,Normal,ACC004203
1,7171.76,0.384,190.6,Normal,ACC005494
25,6395.7,0.593,479.0,Normal,ACC004149
486,477357.52,0.992,38.7,Dormant_Mule,ACC009900
395,59834.31,0.342,2378.5,Legitimate_Awakening,ACC009374
7,883.94,0.445,1353.6,Normal,ACC004052
23,6101.16,0.248,428.4,Normal,ACC000303
8,15907.14,0.43,1250.7,Normal,ACC004065
22,6017.48,0.219,1275.2,Normal,ACC002893
13,6241.4,0.374,956.9,Normal,ACC004857
1,12342.83,0.1,1183.2,Normal,ACC003983
26,8378.39,0.108,901.0,Normal,ACC003545
29,832.11,0.391,1282.6,Normal,ACC006796
22,9929.76,0.302,609.9,Normal,ACC005025
12,19504.88,0.444,1301.4,Normal,ACC003990
15,9036.74,0.215,504.4,Normal,ACC001902
21,9805.49,0.273,787.7,Normal,ACC007958
