tx_id,account_id,incoming_amount,outflow_ratio_24h,dwell_time_mins
TX03956,ACC_N0067,16142.96,0.209,221.2
TX08473,ACC_N3366,10024.6,0.401,746.2
TX06667,ACC_N2533,10374.21,0.465,1262.3
TX03477,ACC_N3190,17545.13,0.437,145.5
TX00574,ACC_A0101,33991.62,0.369,2494.2
TX06280,ACC_N3023,12242.29,0.42,1127.7
TX08328,ACC_N0842,4251.28,0.313,740.5
TX07138,ACC_N0130,9774.6,0.154,1147.3
TX09019,ACC_N2697,14668.86,0.247,970.9
TX06308,ACC_N2136,-9706.28,0.465,1009.1
TX06546,ACC_N2344,8405.38,0.497,1379.2
TX07413,ACC_N1827,18928.23,0.529,1105.6
TX03548,ACC_N3308,17539.0,0.133,316.1
TX05808,ACC_N2222,663.13,0.539,879.1
TX04709,ACC_N1936,19799.86,0.361,1344.9
TX07055,ACC_N0849,13179.89,0.556,198.3
TX05910,ACC_N2614,5690.09,0.188,1190.1
TX07568,ACC_N2744,7043.05,0.12,652.0
TX07627,ACC_N0146,14739.76,0.317,1034.0
TX08237,ACC_N1120,15379.68,0.554,934.1
TX04480,ACC_N1970,10022.04,0.573,1001.2
TX08850,ACC_N1838,17068.44,0.463,1147.4
TX01678,ACC_N3418,1398.23,0.258,1311.6
TX08176,ACC_N2528,4021.63,0.455,1162.7
TX06870,ACC_N0962,7198.87,0.529,756.7
TX02697,ACC_N3222,2929.99,0.156,1435.6
TX05664,ACC_N0792,8605.75,0.268,968.2
TX00150,ACC_M053,175390.91,0.954,4.7
TX02219,ACC_N0059,17341.0,0.272,1365.9
TX07274,ACC_N0682,13083.73,0.151,622.9
TX00462,ACC_A0010,40078.74,0.41,1010.9
TX03703,ACC_N1848,17826.4,0.138,298.7
TX04108,ACC_N0082,11646.74,0.511,784.9
TX08589,ACC_N1729,12236.1,0.523,1366.8
TX06006,ACC_N3231,3196.17,0.408,1401.1
TX08471,ACC_N3326,2630.6,0.537,241.5
TX01024,ACC_A0164,46742.35,0.637,314.8
TX04419,ACC_N0541,10196.2,0.181,697.8
TX05022,ACC_N1729,4072.37,0.539,737.1
TX09390,ACC_N0333,11625.92,0.125,1172.1
TX05142,ACC_N1975,4361.6,0.5,1203.8
TX09059,ACC_N0700,14940.12,0.359,1374.6
TX02695,ACC_N2636,-5118.56,0.19,1094.5
TX02795,ACC_N2966,6347.55,0.302,1344.7
TX09872,ACC_N2756,15921.0,0.562,989.4
TX06272,ACC_N2445,10123.85,0.126,207.7
TX05978,ACC_N2075,13359.19,0.599,1042.5
TX01876,ACC_N0738,6006.17,0.487,851.3
TX06681,ACC_N2702,839.9,0.518,1239.9
TX06327,ACC_N0855,11160.25,0.434,786.3
TX09269,ACC_N3007,9636.49,0.314,347.1
TX01276,ACC_N0741,4306.34,0.25,558.6
TX00852,ACC_A0285,47171.58,0.432,990.4
TX00982,ACC_A0284,25610.64,0.46,2230.4
TX00429,ACC_A0188,23384.44,0.327,1482.2
TX09991,ACC_N2952,8935.2,0.419,343.6
TX05925,ACC_N2381,15806.63,0.504,843.1
TX00157,ACC_A0028,26314.91,0.374,2420.6
TX06337,ACC_N0850,17326.15,0.292,1340.6
TX05233,ACC_N2538,9862.46,0.239,137.3
TX08668,ACC_N2374,11360.64,0.577,355.1
TX01293,ACC_N1720,17540.56,0.377,614.9
TX04494,ACC_N2675,8836.36,0.219,554.7
TX06339,ACC_N2165,15670.7,0.3,482.4
TX00639,ACC_A0337,23666.96,0.653,1160.3
TX08126,ACC_N1134,11799.24,0.431,195.6
TX03935,ACC_N2728,2691.53,0.203,855.4
TX08813,ACC_N1460,19412.88,0.56,908.9
TX07688,ACC_N1084,19938.55,0.245,568.8
TX04143,ACC_N1546,9393.94,0.182,422.2
TX00645,ACC_A0317,35481.47,0.692,2324.9
TX06771,ACC_N3024,6443.86,0.41,946.1
TX06594,ACC_N2107,19893.25,0.334,435.4
TX07332,ACC_N3093,7250.41,0.266,909.5
TX02904,ACC_N0153,12887.67,0.369,1368.7
TX01941,ACC_N2230,-13501.26,0.369,1130.8
TX04224,ACC_N2685,-18537.05,0.462,1169.2
TX05927,ACC_N0562,12947.66,0.507,993.5
TX09591,ACC_N1985,1279.73,0.591,735.6
TX03330,ACC_N1414,5509.83,0.503,475.5
TX05934,ACC_N2125,8798.49,0.508,685.1
TX06588,ACC_N1076,18398.02,0.417,1114.6
TX06587,ACC_N1323,9682.96,0.4,1416.5
TX08045,ACC_N2363,1692.85,0.557,609.1
TX03860,ACC_N0006,9926.34,0.406,1227.9
TX08072,ACC_N3423,12864.5,0.356,678.1
TX01254,ACC_N0681,5458.09,0.218,888.3
TX08533,ACC_N2999,4168.87,0.332,883.0
TX04919,ACC_N2317,-15802.11,0.344,829.9
TX08230,ACC_N3161,12079.05,0.158,930.5
TX03453,ACC_N3325,16816.23,0.316,236.3
TX07664,ACC_N2825,3100.36,0.315,207.1
TX03657,ACC_N3089,8597.6,0.399,1282.5
TX05321,ACC_N0926,7286.53,0.289,1050.8
TX08231,ACC_N1773,4556.97,0.316,1347.9
TX04778,ACC_N1033,9883.17,0.41,305.0
TX01610,ACC_N1989,12157.88,0.117,1121.5
TX06590,ACC_N1978,11471.5,0.177,269.9
TX01310,ACC_N2064,5657.2,0.141,1138.0
TX07645,ACC_N0010,12157.02,0.58,720.4
TX03661,ACC_N3373,14531.79,0.572,698.8
TX02342,ACC_N2908,16034.57,0.445,1345.9
TX00955,ACC_A0181,24925.25,0.337,1862.0
TX09103,ACC_N1483,16188.39,0.412,275.4
TX01543,ACC_N3370,12597.24,0.202,799.8
TX08744,ACC_N2758,7990.24,0.272,468.9
TX06686,ACC_N3080,3086.56,0.533,1226.7
TX08144,ACC_N0702,3906.64,0.217,897.5
TX07980,ACC_N0865,17282.71,0.484,856.5
TX00516,ACC_A0018,43495.83,0.45,2702.0
TX01060,ACC_A0164,22027.37,0.399,1510.8
TX07187,ACC_N3397,5146.61,0.441,1167.6
TX07257,ACC_N1169,17720.83,0.421,1254.9
TX06948,ACC_N3390,9058.72,0.462,1158.5
TX00482,ACC_A0087,37365.54,0.408,1753.4
TX01347,ACC_N1304,11289.17,0.173,678.5
TX03525,ACC_N0711,17687.5,0.278,758.4
TX01449,ACC_N1371,4879.75,0.192,1058.2
TX08219,ACC_N2830,521.2,0.401,1071.2
TX01744,ACC_N2747,3171.91,0.536,883.2
TX07782,ACC_N0640,3540.07,0.22,392.3
TX06174,ACC_N2999,7819.86,0.442,226.8
TX05849,ACC_N3288,11155.21,0.301,547.2
TX04900,ACC_N1824,9179.58,0.246,783.6
TX02963,ACC_N1221,4598.74,0.208,795.5
TX08711,ACC_N2671,3664.32,0.442,849.8
TX08243,ACC_N0180,-5269.95,0.408,1325.1
TX00379,ACC_A0171,46814.12,0.406,1583.1
TX01946,ACC_N0126,7480.24,0.508,627.6
TX09844,ACC_N0537,6403.22,0.318,585.7
TX09005,ACC_N0255,4337.41,0.195,844.0
TX07216,ACC_N1213,6787.68,0.486,283.0
TX03961,ACC_N1310,-8387.58,0.121,688.9
TX05712,ACC_N1771,15332.9,0.281,273.6
TX09970,ACC_N1657,5114.42,0.55,1411.2
TX06728,ACC_N2349,13312.77,0.238,1137.2
TX01693,ACC_N1830,5987.16,0.598,1366.2
TX08531,ACC_N1671,7202.29,0.168,962.4
TX06376,ACC_N2010,14183.42,0.597,961.3
TX05953,ACC_N3383,13920.55,0.209,188.6
TX07934,ACC_N3337,14572.92,0.281,1083.4
TX08802,ACC_N2912,12863.59,0.524,1206.9
TX05887,ACC_N0223,16864.25,0.32,239.2
TX08279,ACC_N2322,3279.85,0.297,599.6
TX03105,ACC_N2587,10890.52,0.392,654.7
TX02915,ACC_N1716,8454.79,0.213,543.4
TX08307,ACC_N2945,10445.38,0.113,176.1
TX00563,ACC_A0186,21300.83,0.508,2314.3
TX06531,ACC_N1916,708.49,0.106,296.4
TX06398,ACC_N0260,13402.24,0.128,784.2
TX05642,ACC_N0576,12081.84,0.466,939.1
TX08725,ACC_N0969,10587.09,0.499,635.1
TX07641,ACC_N0498,9023.92,0.409,337.5
TX01708,ACC_N2760,18397.9,0.129,530.6
TX01756,ACC_N2121,16879.96,0.152,1116.9
TX04971,ACC_N2149,1717.73,0.546,317.4
TX08735,ACC_N0727,10529.26,0.509,796.9
TX02593,ACC_N1166,10777.48,0.17,1249.8
TX07015,ACC_N3107,17908.48,0.436,773.7
TX05222,ACC_N0548,4022.92,0.119,633.0
TX02331,ACC_N1353,13526.06,0.168,1272.1
TX08513,ACC_N2234,2874.44,0.212,1102.1
TX09465,ACC_N1079,14500.6,0.544,1175.0
TX09937,ACC_N1566,17428.89,0.524,559.3
TX06237,ACC_N1381,15288.97,0.42,193.4
TX02542,ACC_N1616,5474.32,0.272,389.9
TX08456,ACC_N0063,13944.74,0.558,1214.0
TX06168,ACC_N2794,17566.59,0.153,1022.8
TX08439,ACC_N1993,11035.74,0.334,708.1
TX02683,ACC_N0742,16457.0,0.232,1043.8
TX05703,ACC_N0369,2855.2,0.566,951.4
TX06941,ACC_N0908,9666.87,0.33,955.6
TX02710,ACC_N0922,4076.76,0.429,255.8
TX09896,ACC_N3352,17688.76,0.364,897.6
TX01961,ACC_N3060,3979.11,0.516,1169.3
TX05659,ACC_N0917,6216.54,0.144,831.3
TX00948,ACC_A0396,15938.75,0.632,2140.1
TX06953,ACC_N2866,13670.39,0.108,159.0
TX04751,ACC_N1689,8292.17,0.494,415.8
TX00118,ACC_M033,133956.53,0.985,15.5
TX08855,ACC_N3157,12194.23,0.108,961.8
TX09349,ACC_N2741,11254.06,0.541,1409.5
TX00774,ACC_A0127,54673.67,0.662,2322.7
TX02019,ACC_N2858,8018.29,0.451,306.8
TX07502,ACC_N3215,561.9,0.451,911.3
TX09312,ACC_N3339,2841.77,0.17,1211.6
TX06155,ACC_N0259,16719.28,0.201,518.5
TX02759,ACC_N1524,2137.27,0.541,188.5
TX05822,ACC_N2324,8691.41,0.391,1280.9
TX03649,ACC_N1493,10581.62,0.203,465.8
TX09251,ACC_N3134,12158.76,0.522,795.8
TX00802,ACC_A0346,50496.31,0.604,1727.7
TX07514,ACC_N0559,4619.64,0.301,1229.2
TX06515,ACC_N3117,2411.11,0.287,1079.3
TX04839,ACC_N0917,12411.77,0.561,237.8
TX04031,ACC_N1062,7087.43,0.113,1394.4
TX05672,ACC_N2479,17339.16,0.121,925.2
TX06637,ACC_N2934,13871.29,0.33,1281.3
TX09223,ACC_N2845,19156.19,0.392,1038.1
TX01100,ACC_A0353,44208.36,0.688,1957.9
TX07813,ACC_N2866,13663.41,0.43,189.1
TX02774,ACC_N3413,10533.95,0.342,768.5
TX08383,ACC_N1215,12093.73,0.366,547.5
TX09495,ACC_N2514,6951.9,0.535,1290.7
TX01567,ACC_N1895,16335.51,0.227,554.7
TX09533,ACC_N3032,18062.03,0.205,429.1
TX02941,ACC_N0761,4066.41,0.341,1082.0
TX02339,ACC_N0110,1131.59,0.423,1045.6
TX06920,ACC_N0720,9135.58,0.536,1311.9
TX09722,ACC_N3286,13561.75,0.473,1351.3
TX02983,ACC_N2349,13550.68,0.258,378.5
TX02605,ACC_N0526,2635.07,0.193,804.5
TX09782,ACC_N2960,19657.26,0.564,957.1
TX08232,ACC_N1784,6815.09,0.131,985.3
TX04616,ACC_N1945,891.03,0.335,1357.7
TX03336,ACC_N1456,12501.3,0.42,1072.2
TX03471,ACC_N2192,6091.95,0.366,1385.4
TX05559,ACC_N2576,13281.34,0.341,663.0
TX04764,ACC_N3264,4138.28,0.227,310.8
TX00972,ACC_A0369,42278.49,0.555,1739.5
TX03681,ACC_N0943,3502.28,0.161,986.6
TX03449,ACC_N2020,19423.55,0.333,355.4
TX00125,ACC_M011,152570.82,0.976,3.5
TX00932,ACC_A0273,36640.67,0.48,2444.9
TX01675,ACC_N1808,13634.16,0.298,139.1
TX02608,ACC_N0886,11056.57,0.222,1079.8
TX04142,ACC_N3358,13225.74,0.426,997.0
TX05323,ACC_N1280,9674.23,0.539,531.3
TX07570,ACC_N3488,18506.0,0.441,252.3
TX02564,ACC_N1262,14140.92,0.184,134.6
TX05084,ACC_N2095,12101.59,0.395,1339.5
TX08624,ACC_N1511,16369.61,0.227,801.5
TX01886,ACC_N0879,10289.16,0.366,646.0
TX05179,ACC_N2772,14766.28,0.562,1225.1
TX02034,ACC_N1029,1298.21,0.567,945.1
TX01283,ACC_N0103,16132.84,0.129,770.0
TX06017,ACC_N1533,2676.08,0.458,853.5
TX09114,ACC_N0502,14866.09,0.528,563.6
TX00234,ACC_A0224,-15116.78,0.451,635.2
TX05308,ACC_N1350,1020.2,0.246,204.1
TX03564,ACC_N0975,18087.24,0.106,758.8
TX01422,ACC_N0111,17857.69,0.189,180.8
TX03775,ACC_N3257,4003.31,0.341,917.7
TX00636,ACC_A0019,29078.47,0.593,937.6
TX06566,ACC_N3223,10639.96,0.114,544.7
TX00876,ACC_A0275,44318.38,0.664,2273.2
TX07306,ACC_N2476,14920.32,0.381,1288.3
TX04193,ACC_N1211,11604.79,0.307,963.5
TX00910,ACC_A0137,24038.66,0.536,768.8
TX03466,ACC_N2266,12349.87,0.139,1234.7
TX05621,ACC_N0291,9839.93,0.391,832.6
TX06975,ACC_N1538,15377.9,0.369,1439.0
TX01856,ACC_N2903,17146.26,0.493,1149.0
TX00381,ACC_A0273,21440.76,0.351,415.0
TX09670,ACC_N0309,15943.32,0.598,607.5
TX06299,ACC_N3230,3186.38,0.594,368.5
TX02057,ACC_N1983,8786.59,0.574,1039.3
TX08094,ACC_N2415,10412.77,0.234,302.9
TX08801,ACC_N3367,17479.16,0.391,761.8
TX01012,ACC_A0346,45122.57,0.605,1426.0
TX06820,ACC_N3352,19016.94,0.268,162.4
TX05685,ACC_N3491,16561.36,0.552,437.7
TX02720,ACC_N0412,16433.59,0.312,581.5
TX09985,ACC_N2259,11490.52,0.23,823.0
TX02689,ACC_N3376,8757.9,0.271,366.4
TX00160,ACC_A0013,54519.93,0.374,2106.1
TX09032,ACC_N3161,8327.24,0.266,353.3
TX03908,ACC_N1972,591.89,0.568,863.7
TX09612,ACC_N0591,2162.54,0.545,760.5
TX01576,ACC_N1863,15865.42,0.114,1125.7
TX08429,ACC_N2418,5946.7,0.168,609.2
TX08458,ACC_N0051,16078.03,0.173,1216.7
TX03188,ACC_N0609,16282.71,0.441,1218.4
TX07723,ACC_N1072,10223.35,0.338,1338.7
TX02484,ACC_N2790,9053.66,0.302,295.0
TX02781,ACC_N2306,13330.01,0.185,649.1
TX05186,ACC_N0631,16183.94,0.133,215.9
TX09651,ACC_N1868,16998.3,0.278,241.7
TX02404,ACC_N3176,16388.48,0.452,1357.0
TX00387,ACC_A0342,39141.66,0.644,2782.8
TX04408,ACC_N3354,15195.4,0.485,342.1
TX05336,ACC_N2698,9783.15,0.22,862.1
TX01502,ACC_N1963,1813.85,0.538,389.0
TX05793,ACC_N2170,10917.82,0.207,839.4
TX06394,ACC_N3393,1660.49,0.47,298.1
TX00589,ACC_A0175,21075.06,0.535,1607.2
TX07763,ACC_N2110,861.89,0.503,1160.1
TX08784,ACC_N1681,11623.93,0.437,769.7
TX05663,ACC_N0395,18313.46,0.203,866.2
TX05286,ACC_N1574,4100.7,0.317,789.7
TX00773,ACC_A0375,23514.97,0.468,672.5
TX01055,ACC_A0127,-57291.89,0.609,2540.5
TX07786,ACC_N1804,3127.05,0.204,1257.4
TX08738,ACC_N3054,3449.25,0.203,976.2
TX06406,ACC_N2820,8023.34,0.377,902.1
TX00795,ACC_A0054,27750.43,0.436,2159.1
TX07647,ACC_N2659,7381.11,0.119,362.2
TX04554,ACC_N0021,12362.83,0.21,392.5
TX01660,ACC_N2810,9520.57,0.543,375.3
TX09895,ACC_N1389,11517.5,0.37,1051.2
TX06353,ACC_N0414,13463.6,0.541,856.8
TX05955,ACC_N1403,9443.83,0.373,692.7
TX05394,ACC_N1574,17494.39,0.458,1136.4
TX09448,ACC_N1459,806.47,0.224,573.2
TX07868,ACC_N2341,15947.3,0.146,396.5
TX00831,ACC_A0253,52166.43,0.549,1292.8
TX00447,ACC_A0367,41418.07,0.49,1339.1
TX01234,ACC_N1105,8591.73,0.442,308.0
TX05778,ACC_N3421,1212.15,0.528,646.3
TX05761,ACC_N3434,951.36,0.123,1282.6
TX03260,ACC_N1604,14117.59,0.444,266.2
TX02248,ACC_N3233,1523.39,0.224,295.4
TX01433,ACC_N0856,-14738.38,0.319,1325.0
TX07731,ACC_N2306,13092.91,0.341,128.1
TX05669,ACC_N0744,13138.86,0.325,314.1
TX03800,ACC_N2866,7584.79,0.332,459.9
TX04312,ACC_N2024,12581.58,0.37,845.6
TX03723,ACC_N2104,18345.76,0.419,649.0
TX07480,ACC_N0985,6937.18,0.307,
TX08266,ACC_N2543,2769.81,0.222,1367.0
TX02235,ACC_N1219,12493.76,0.171,1017.1
TX03522,ACC_N1730,11302.41,0.528,1003.4
TX05062,ACC_N3152,8479.9,0.51,938.1
TX03133,ACC_N1708,11547.1,0.418,1224.2
TX06191,ACC_N1703,10278.22,0.233,209.3
TX05467,ACC_N0249,12370.1,0.37,1354.7
TX00629,ACC_A0014,17321.81,0.548,1308.0
TX01142,ACC_A0337,42780.83,0.433,1431.2
TX09652,ACC_N0742,12547.4,0.352,1300.0
TX09254,ACC_N2670,7903.75,0.158,931.2
TX05982,ACC_N0504,12527.93,0.388,1230.0
TX02463,ACC_N0460,3896.06,0.311,573.6
TX08042,ACC_N1174,11182.33,0.543,1076.2
TX04139,ACC_N1406,7449.61,0.104,123.0
TX05635,ACC_N1035,-1740.38,0.297,963.7
TX03138,ACC_N2485,7703.13,0.562,629.0
TX02550,ACC_N0251,16588.19,0.121,345.6
TX07800,ACC_N3269,16034.81,0.554,264.2
TX08954,ACC_N1144,872.44,0.367,470.1
TX07908,ACC_N1760,19336.89,0.362,370.1
TX03432,ACC_N0787,7453.87,0.115,240.1
TX06578,ACC_N0258,9264.91,0.582,989.9
TX01240,ACC_N0733,10742.54,0.281,249.0
TX08698,ACC_N1226,14128.28,0.301,1191.8
TX03832,ACC_N0344,6641.57,0.427,658.2
TX09503,ACC_N3421,17063.38,0.107,819.5
TX06971,ACC_N0404,6682.93,0.117,1214.0
TX05058,ACC_N2962,11439.63,0.574,1262.1
TX03625,ACC_N3022,11414.49,0.534,711.7
TX09381,ACC_N2989,525.64,0.171,607.1
TX08434,ACC_N3412,17047.16,0.284,669.0
TX04767,ACC_N3288,9350.44,0.385,198.7
TX04123,ACC_N3300,14753.1,0.498,1010.1
TX07284,ACC_N0011,15908.24,0.575,687.2
TX05318,ACC_N3279,10049.23,0.374,554.9
TX09262,ACC_N1563,10174.37,0.458,870.6
TX00304,ACC_A0399,36447.88,0.543,2748.0
TX07011,ACC_N2668,2773.76,0.435,1273.7
TX05780,ACC_N3102,6238.73,0.531,622.8
TX01808,ACC_N0463,14826.82,0.597,1358.7
TX09380,ACC_N0941,3981.78,0.352,380.3
TX00402,ACC_A0339,-58158.37,0.455,1311.0
TX01702,ACC_N2676,5222.41,0.553,386.6
TX04473,ACC_N2127,17732.8,0.235,1334.1
TX07046,ACC_N2297,912.86,0.102,1020.2
TX00225,ACC_A0327,-20793.68,0.328,1831.2
TX02932,ACC_N0677,13939.04,0.247,1321.1
TX07024,ACC_N1734,18337.7,0.223,221.6
TX08041,ACC_N0462,758.74,0.396,1095.2
TX06544,ACC_N0360,3554.62,0.463,1152.7
TX04140,ACC_N3369,2468.48,0.426,486.9
TX02991,ACC_N2305,2041.98,0.511,273.3
TX01626,ACC_N2757,6503.55,0.527,729.2
TX07476,ACC_N2944,16254.67,0.247,968.4
TX04499,ACC_N0658,9395.1,0.362,1223.0
TX08013,ACC_N1750,15568.51,0.352,195.2
TX05826,ACC_N0032,5155.93,0.595,1262.2
TX00060,ACC_M003,196398.65,0.958,26.3
TX09035,ACC_N3211,19463.45,0.292,802.7
TX00865,ACC_A0281,56032.62,0.388,1710.4
TX08394,ACC_N1272,7713.6,0.404,869.5
TX04379,ACC_N1997,6444.34,0.402,1331.2
TX02349,ACC_N2507,4115.47,0.275,492.4
TX04741,ACC_N1884,15115.57,0.171,1293.5
TX02686,ACC_N0694,10538.29,0.483,1093.9
TX08686,ACC_N1970,15188.56,0.128,1164.2
TX09634,ACC_N2048,9935.3,0.423,1027.0
TX08721,ACC_N0052,17419.06,0.176,138.9
TX00916,ACC_A0159,20589.9,0.414,1624.5
TX07488,ACC_N0247,2247.47,0.332,554.6
TX05493,ACC_N0809,8137.67,0.146,549.0
TX02838,ACC_N0533,1851.5,0.286,725.7
TX00486,ACC_A0129,18397.65,0.574,671.0
TX01371,ACC_N1264,14711.33,0.518,1252.1
TX04468,ACC_N0983,5886.66,0.545,493.1
TX02809,ACC_N1442,13052.54,0.503,625.7
TX03887,ACC_N0917,3857.29,0.124,784.3
TX06212,ACC_N1545,4182.95,0.343,1150.4
TX08621,ACC_N0258,1560.14,0.293,1001.4
TX08478,ACC_N0356,7548.3,0.491,380.0
TX04128,ACC_N2821,10241.55,0.246,298.5
TX00828,ACC_A0043,19598.71,0.58,1484.7
TX02028,ACC_N1968,6113.65,0.125,665.6
TX00892,ACC_A0335,48712.27,0.409,1499.8
TX04717,ACC_N2762,16399.42,0.202,1380.0
TX09067,ACC_N3351,1065.12,0.136,612.0
TX07237,ACC_N2155,15692.33,0.512,449.6
TX00135,ACC_M034,474309.37,0.979,4.7
TX02732,ACC_N2966,-9744.49,0.588,1017.1
TX09726,ACC_N0609,14738.81,0.535,1384.4
TX04674,ACC_N0053,809.14,0.356,532.5
TX01687,ACC_N0176,11629.85,0.406,687.0
TX02237,ACC_N1081,10507.2,0.326,892.6
TX06949,ACC_N0121,19086.76,0.266,443.6
TX09176,ACC_N0257,5662.96,0.142,844.0
TX01582,ACC_N0010,9970.11,0.323,696.6
TX03848,ACC_N2511,10945.37,0.292,628.0
TX02198,ACC_N3258,6005.12,0.585,672.5
TX07407,ACC_N1226,12657.04,0.282,767.1
TX02785,ACC_N2174,6464.95,0.2,620.0
TX07178,ACC_N1511,17996.24,0.353,871.8
TX08359,ACC_N2990,9179.67,0.304,1400.9
TX08454,ACC_N0165,18893.07,0.382,1012.7
TX03524,ACC_N1960,6022.77,0.366,981.2
TX05478,ACC_N2899,17215.26,0.259,552.1
TX04846,ACC_N2564,15060.08,0.448,1413.2
TX05421,ACC_N3364,14909.44,0.126,734.4
TX01238,ACC_N2506,4020.11,0.556,287.6
TX03374,ACC_N1605,6335.34,0.383,719.8
TX05461,ACC_N3338,6995.2,0.283,315.7
TX01486,ACC_N1144,2873.06,0.369,452.0
TX09458,ACC_N1518,2332.29,0.273,1155.9
TX05190,ACC_N2434,3781.08,0.463,1122.5
TX01898,ACC_N2776,12672.69,0.249,778.3
TX00753,ACC_A0279,59616.39,0.384,1625.1
TX02569,ACC_N0292,-2499.32,0.53,1168.6
TX01826,ACC_N2363,14082.95,0.101,1369.8
TX05817,ACC_N0277,10184.58,0.179,453.3
TX00488,ACC_A0089,27253.58,0.686,2631.7
TX06865,ACC_N2661,14983.25,0.161,706.2
TX00476,ACC_A0175,41435.41,0.599,2767.3
TX03804,ACC_N0501,6132.37,0.407,337.0
TX09818,ACC_N0987,2969.84,0.401,734.1
TX04882,ACC_N1510,9212.01,0.494,488.5
TX06749,ACC_N0634,1518.79,0.262,204.6
TX08272,ACC_N1500,18927.61,0.284,1294.2
TX05208,ACC_N3356,14743.07,0.245,652.8
TX07377,ACC_N3023,19031.7,0.442,309.8
TX01098,ACC_A0335,31905.25,0.487,1808.0
TX00463,ACC_A0211,53728.44,0.671,1904.9
TX03993,ACC_N0572,12529.25,0.277,414.6
TX08866,ACC_N2959,13429.73,0.11,451.2
TX02289,ACC_N0771,11958.73,0.588,602.2
TX07392,ACC_N1698,15061.17,0.322,1020.4
TX01211,ACC_N1798,11234.2,0.478,225.3
TX07682,ACC_N1776,19028.52,0.344,673.7
TX02047,ACC_N2863,9407.95,0.205,743.4
TX03264,ACC_N2558,7748.68,0.287,276.9
TX04558,ACC_N1714,17078.35,0.537,1213.0
TX07202,ACC_N2551,7267.42,0.453,198.8
TX08067,ACC_N1511,1397.88,0.451,923.3
TX03165,ACC_N2863,12413.06,0.327,1032.3
TX07354,ACC_N0139,11597.59,0.468,297.9
TX03175,ACC_N1696,13794.82,0.106,129.8
TX08345,ACC_N2060,7977.53,0.293,1007.7
TX03076,ACC_N1185,14827.81,0.368,908.1
TX09323,ACC_N0963,15909.21,0.48,1081.0
TX03267,ACC_N0454,923.15,0.424,426.6
TX05674,ACC_N0277,4685.44,0.37,1080.5
TX09511,ACC_N1288,16086.16,0.111,815.5
TX08228,ACC_N2310,7093.8,0.466,943.8
TX06203,ACC_N2837,7103.54,0.484,897.7
TX08950,ACC_N2279,8867.41,0.444,
TX05517,ACC_N2908,7470.66,0.325,288.1
TX04449,ACC_N1759,14470.83,0.151,1439.6
TX01377,ACC_N0456,3812.52,0.197,1418.5
TX04932,ACC_N0936,13922.45,0.365,465.7
TX06001,ACC_N1266,8139.55,0.267,1087.1
TX00030,ACC_M053,70902.69,0.957,11.9
TX01047,ACC_A0128,41105.05,0.478,1307.7
TX05513,ACC_N2146,16991.32,0.155,751.5
TX08862,ACC_N2998,9872.1,0.442,879.5
TX06542,ACC_N1548,3575.22,0.317,988.5
TX08512,ACC_N0902,1338.54,0.143,274.5
TX01747,ACC_N1839,8849.03,0.111,292.4
TX09677,ACC_N0637,12988.01,0.573,1167.5
TX05651,ACC_N2416,8623.55,0.347,1092.1
TX00860,ACC_A0165,35416.21,0.407,2051.8
TX07475,ACC_N0848,5436.47,0.132,1059.4
TX03474,ACC_N0465,7302.97,0.356,1081.2
TX06967,ACC_N1266,4007.98,0.438,316.0
TX02350,ACC_N3454,4050.23,0.481,955.1
TX06972,ACC_N1850,18817.03,0.459,1309.5
TX00530,ACC_A0061,30533.65,0.35,793.1
TX02278,ACC_N2076,1616.12,0.441,855.7
TX09725,ACC_N1052,7585.27,0.362,880.3
TX00617,ACC_A0026,38458.53,0.315,2406.3
TX01734,ACC_N3370,10925.89,0.226,179.8
TX05565,ACC_N2316,526.43,0.136,769.1
TX07508,ACC_N0250,3831.77,0.504,878.1
TX04129,ACC_N0643,9050.91,0.329,503.1
TX03413,ACC_N3390,8904.26,0.582,1292.8
TX01008,ACC_A0322,54766.94,0.505,1406.8
TX07431,ACC_N1796,18871.78,0.113,157.8
TX04996,ACC_N2149,12412.7,0.594,738.8
TX02993,ACC_N2486,2486.89,0.107,379.4
TX06691,ACC_N3338,7067.97,0.351,1013.9
TX02432,ACC_N1549,2284.01,0.567,302.8
TX05238,ACC_N3333,3108.33,0.597,623.2
TX03630,ACC_N2692,6462.24,0.445,162.4
TX00881,ACC_A0221,21731.13,0.368,1877.2
TX01285,ACC_N0817,8741.79,0.381,
TX03671,ACC_N3080,16070.44,0.335,1140.6
TX05532,ACC_N0930,10012.55,0.323,1049.4
TX04331,ACC_N2451,3505.88,0.401,927.0
TX01725,ACC_N2172,16257.32,0.543,862.5
TX08815,ACC_N0830,18737.77,0.177,1153.9
TX05386,ACC_N2675,9726.87,0.393,1314.7
TX05032,ACC_N3445,5142.66,0.544,661.8
TX01888,ACC_N0828,11789.82,0.228,244.3
TX03513,ACC_N2482,5193.29,0.493,580.3
TX03243,ACC_N1028,12332.46,0.204,573.2
TX00758,ACC_A0069,40709.35,0.667,1402.9
TX08653,ACC_N0707,2413.32,0.414,1100.3
TX01096,ACC_A0379,29273.81,0.323,2760.1
TX06677,ACC_N1877,13129.57,0.47,1107.0
TX06060,ACC_N0201,2836.58,0.545,537.9
TX03342,ACC_N2379,11838.35,0.552,148.1
TX06966,ACC_N2570,-14981.88,0.466,994.7
